sku_id,product_id,colour_family,size,active_flag
SKU000220,PROD0016,White,XL,True
SKU000221,PROD0017,Blue,XS,True
SKU000222,PROD0017,Blue,S,True
SKU000223,PROD0017,Blue,M,True
SKU000224,PROD0017,Blue,L,True
SKU000225,PROD0017,Blue,XL,True
SKU000226,PROD0017,Brown,XS,True
SKU000227,PROD0017,Brown,S,True
SKU000228,PROD0017,Brown,M,True
SKU000229,PROD0017,Brown,L,True
SKU000230,PROD0017,Brown,XL,True
SKU000231,PROD0017,Grey,XS,True
SKU000232,PROD0017,Grey,S,True
SKU000233,PROD0017,Grey,M,True
SKU000234,PROD0017,Grey,L,True
SKU000235,PROD0017,Grey,XL,True
SKU000236,PROD0017,Black,XS,True
SKU000237,PROD0017,Black,S,True
SKU000238,PROD0017,Black,M,True
SKU000239,PROD0017,Black,L,True
SKU000240,PROD0017,Black,XL,True
SKU000241,PROD0018,Blue,XS,True
SKU000242,PROD0018,Blue,S,True
SKU000243,PROD0018,Blue,M,True
SKU000244,PROD0018,Blue,L,True
SKU000245,PROD0018,Blue,XL,True
SKU000246,PROD0018,Beige,XS,True
SKU000247,PROD0018,Beige,S,True
SKU000248,PROD0018,Beige,M,True
SKU000249,PROD0018,Beige,L,True
SKU000250,PROD0018,Beige,XL,True
SKU000251,PROD0018,White,XS,True
SKU000252,PROD0018,White,S,True
SKU000253,PROD0018,White,M,True
SKU000254,PROD0018,White,L,True
SKU000255,PROD0018,White,XL,True
SKU000256,PROD0019,Beige,XS,True
SKU000257,PROD0019,Beige,S,True
SKU000258,PROD0019,Beige,M,True
SKU000259,PROD0019,Beige,L,True
SKU000260,PROD0019,Beige,XL,True
SKU000261,PROD0019,Grey,XS,True
SKU000262,PROD0019,Grey,S,True
SKU000263,PROD0019,Grey,M,True
SKU000264,PROD0019,Grey,L,True
SKU000265,PROD0019,Grey,XL,True
SKU000266,PROD0019,White,XS,True
SKU000267,PROD0019,White,S,True
SKU000268,PROD0019,White,M,True
SKU000269,PROD0019,White,L,True
SKU000270,PROD0019,White,XL,True
SKU000271,PROD0019,Blue,XS,True
SKU000272,PROD0019,Blue,S,True
SKU000273,PROD0019,Blue,M,True
SKU000274,PROD0019,Blue,L,True
SKU000275,PROD0019,Blue,XL,True
SKU000276,PROD0020,Brown,XS,True
SKU000277,PROD0020,Brown,S,True
SKU000278,PROD0020,Brown,M,True
SKU000279,PROD0020,Brown,L,True
SKU000280,PROD0020,Brown,XL,True
SKU000281,PROD0020,White,XS,True
SKU000282,PROD0020,White,S,True
SKU000283,PROD0020,White,M,True
SKU000284,PROD0020,White,L,True
SKU000285,PROD0020,White,XL,True
SKU000286,PROD0020,Beige,XS,True
SKU000287,PROD0020,Beige,S,True
SKU000288,PROD0020,Beige,M,True
SKU000289,PROD0020,Beige,L,True
SKU000290,PROD0020,Beige,XL,True
SKU000291,PROD0020,Green,XS,True
SKU000292,PROD0020,Green,S,True
SKU000293,PROD0020,Green,M,True
SKU000294,PROD0020,Green,L,True
SKU000295,PROD0020,Green,XL,True
SKU000296,PROD0021,Red,XS,True
SKU000297,PROD0021,Red,S,True
SKU000298,PROD0021,Red,M,True
SKU000299,PROD0021,Red,L,True
SKU000300,PROD0021,Red,XL,True
SKU000301,PROD0021,Navy,XS,True
SKU000302,PROD0021,Navy,S,True
SKU000303,PROD0021,Navy,M,True
SKU000304,PROD0021,Navy,L,True
SKU000305,PROD0021,Navy,XL,True
SKU000306,PROD0021,Beige,XS,True
SKU000307,PROD0021,Beige,S,True
SKU000308,PROD0021,Beige,M,True
SKU000309,PROD0021,Beige,L,True
SKU000310,PROD0021,Beige,XL,True
SKU000311,PROD0022,Navy,XS,True
SKU000312,PROD0022,Navy,S,True
SKU000313,PROD0022,Navy,M,True
SKU000314,PROD0022,Navy,L,True
SKU000315,PROD0022,Navy,XL,True
SKU000316,PROD0022,Orange,XS,True
SKU000317,PROD0022,Orange,S,True
SKU000318,PROD0022,Orange,M,True
SKU000319,PROD0022,Orange,L,True
SKU000320,PROD0022,Orange,XL,True
SKU000321,PROD0022,Beige,XS,True
SKU000322,PROD0022,Beige,S,True
SKU000323,PROD0022,Beige,M,True
SKU000324,PROD0022,Beige,L,True
SKU000325,PROD0022,Beige,XL,True
SKU000326,PROD0023,Green,XS,True
SKU000327,PROD0023,Green,S,True
SKU000328,PROD0023,Green,M,True
SKU000329,PROD0023,Green,L,True
SKU000330,PROD0023,Green,XL,True
SKU000331,PROD0023,Navy,XS,True
SKU000332,PROD0023,Navy,S,True
SKU000333,PROD0023,Navy,M,True
SKU000334,PROD0023,Navy,L,True
SKU000335,PROD0023,Navy,XL,True
SKU000336,PROD0023,Red,XS,True
SKU000337,PROD0023,Red,S,True
SKU000338,PROD0023,Red,M,True
SKU000339,PROD0023,Red,L,True
SKU000340,PROD0023,Red,XL,True
SKU000341,PROD0024,Navy,XS,True
SKU000342,PROD0024,Navy,S,True
SKU000343,PROD0024,Navy,M,True
SKU000344,PROD0024,Navy,L,True
SKU000345,PROD0024,Navy,XL,True
SKU000346,PROD0024,Green,XS,True
SKU000347,PROD0024,Green,S,True
SKU000348,PROD0024,Green,M,True
SKU000349,PROD0024,Green,L,True
SKU000350,PROD0024,Green,XL,True
SKU000351,PROD0024,Black,XS,True
SKU000352,PROD0024,Black,S,True
SKU000353,PROD0024,Black,M,True
SKU000354,PROD0024,Black,L,True
SKU000355,PROD0024,Black,XL,True
SKU000356,PROD0024,Orange,XS,True
SKU000357,PROD0024,Orange,S,True
SKU000358,PROD0024,Orange,M,True
SKU000359,PROD0024,Orange,L,True
SKU000360,PROD0024,Orange,XL,True
SKU000361,PROD0024,Beige,XS,True
SKU000362,PROD0024,Beige,S,True
SKU000363,PROD0024,Beige,M,True
SKU000364,PROD0024,Beige,L,True
SKU000365,PROD0024,Beige,XL,True
SKU000366,PROD0025,Navy,XS,True
SKU000367,PROD0025,Navy,S,True
SKU000368,PROD0025,Navy,M,True
SKU000369,PROD0025,Navy,L,True
SKU000370,PROD0025,Navy,XL,True
SKU000371,PROD0025,Grey,XS,True
SKU000372,PROD0025,Grey,S,True
SKU000373,PROD0025,Grey,M,True
SKU000374,PROD0025,Grey,L,True
SKU000375,PROD0025,Grey,XL,True
SKU000376,PROD0025,Beige,XS,True
SKU000377,PROD0025,Beige,S,True
SKU000378,PROD0025,Beige,M,True
SKU000379,PROD0025,Beige,L,True
SKU000380,PROD0025,Beige,XL,True
SKU000381,PROD0026,Green,XS,True
SKU000382,PROD0026,Green,S,True
SKU000383,PROD0026,Green,M,True
SKU000384,PROD0026,Green,L,True
SKU000385,PROD0026,Green,XL,True
SKU000386,PROD0026,Blue,XS,True
SKU000387,PROD0026,Blue,S,True
SKU000388,PROD0026,Blue,M,True
SKU000389,PROD0026,Blue,L,True
SKU000390,PROD0026,Blue,XL,True
SKU000391,PROD0026,Grey,XS,True
SKU000392,PROD0026,Grey,S,True
SKU000393,PROD0026,Grey,M,True
SKU000394,PROD0026,Grey,L,True
SKU000395,PROD0026,Grey,XL,True
SKU000396,PROD0026,Red,XS,True
SKU000397,PROD0026,Red,S,True
SKU000398,PROD0026,Red,M,True
SKU000399,PROD0026,Red,L,True
SKU000400,PROD0026,Red,XL,True
SKU000401,PROD0026,White,XS,True
SKU000402,PROD0026,White,S,True
SKU000403,PROD0026,White,M,True
SKU000404,PROD0026,White,L,True
SKU000405,PROD0026,White,XL,True
SKU000406,PROD0027,Beige,XS,True
SKU000407,PROD0027,Beige,S,True
SKU000408,PROD0027,Beige,M,True
SKU000409,PROD0027,Beige,L,True
SKU000410,PROD0027,Beige,XL,True
SKU000411,PROD0027,Green,XS,True
SKU000412,PROD0027,Green,S,True
SKU000413,PROD0027,Green,M,True
SKU000414,PROD0027,Green,L,True
SKU000415,PROD0027,Green,XL,True
SKU000416,PROD0027,White,XS,True
SKU000417,PROD0027,White,S,True
SKU000418,PROD0027,White,M,True
SKU000419,PROD0027,White,L,True
SKU000420,PROD0027,White,XL,True
SKU000421,PROD0028,Blue,XS,True
SKU000422,PROD0028,Blue,S,True
SKU000423,PROD0028,Blue,M,True
SKU000424,PROD0028,Blue,L,True
SKU000425,PROD0028,Blue,XL,True
SKU000426,PROD0028,White,XS,True
SKU000427,PROD0028,White,S,True
SKU000428,PROD0028,White,M,True
SKU000429,PROD0028,White,L,True
SKU000430,PROD0028,White,XL,True
SKU000431,PROD0028,Red,XS,True
SKU000432,PROD0028,Red,S,True
SKU000433,PROD0028,Red,M,True
SKU000434,PROD0028,Red,L,True
SKU000435,PROD0028,Red,XL,True
SKU000436,PROD0029,Beige,XS,True
SKU000437,PROD0029,Beige,S,True
SKU000438,PROD0029,Beige,M,True
SKU000439,PROD0029,Beige,L,True
SKU000440,PROD0029,Beige,XL,True
SKU000441,PROD0029,Grey,XS,True
SKU000442,PROD0029,Grey,S,True
SKU000443,PROD0029,Grey,M,True
SKU000444,PROD0029,Grey,L,True
SKU000445,PROD0029,Grey,XL,True
SKU000446,PROD0029,Black,XS,True
SKU000447,PROD0029,Black,S,True
SKU000448,PROD0029,Black,M,True
SKU000449,PROD0029,Black,L,True
SKU000450,PROD0029,Black,XL,True
SKU000451,PROD0029,Navy,XS,True
SKU000452,PROD0029,Navy,S,True
SKU000453,PROD0029,Navy,M,True
SKU000454,PROD0029,Navy,L,True
SKU000455,PROD0029,Navy,XL,True
SKU000456,PROD0029,White,XS,True
SKU000457,PROD0029,White,S,True
SKU000458,PROD0029,White,M,True
SKU000459,PROD0029,White,L,True
SKU000460,PROD0029,White,XL,True
SKU000461,PROD0030,Navy,XS,True
SKU000462,PROD0030,Navy,S,True
SKU000463,PROD0030,Navy,M,True
SKU000464,PROD0030,Navy,L,True
SKU000465,PROD0030,Navy,XL,True
SKU000466,PROD0030,Black,XS,True
SKU000467,PROD0030,Black,S,True
SKU000468,PROD0030,Black,M,True
SKU000469,PROD0030,Black,L,True
SKU000470,PROD0030,Black,XL,True
SKU000471,PROD0030,Grey,XS,True
SKU000472,PROD0030,Grey,S,True
SKU000473,PROD0030,Grey,M,True
SKU000474,PROD0030,Grey,L,True
SKU000475,PROD0030,Grey,XL,True
SKU000476,PROD0030,Beige,XS,True
SKU000477,PROD0030,Beige,S,True
SKU000478,PROD0030,Beige,M,True
SKU000479,PROD0030,Beige,L,True
SKU000480,PROD0030,Beige,XL,True
SKU000481,PROD0031,Black,XS,True
SKU000482,PROD0031,Black,S,True
SKU000483,PROD0031,Black,M,True
SKU000484,PROD0031,Black,L,True
SKU000485,PROD0031,Black,XL,True
SKU000486,PROD0031,Red,XS,True
SKU000487,PROD0031,Red,S,True
SKU000488,PROD0031,Red,M,True
SKU000489,PROD0031,Red,L,True
SKU000490,PROD0031,Red,XL,True
SKU000491,PROD0032,Red,XS,True
SKU000492,PROD0032,Red,S,True
SKU000493,PROD0032,Red,M,True
SKU000494,PROD0032,Red,L,True
SKU000495,PROD0032,Red,XL,True
SKU000496,PROD0032,Black,XS,True
SKU000497,PROD0032,Black,S,True
SKU000498,PROD0032,Black,M,True
SKU000499,PROD0032,Black,L,True
SKU000500,PROD0032,Black,XL,True
SKU000501,PROD0032,Green,XS,True
SKU000502,PROD0032,Green,S,True
SKU000503,PROD0032,Green,M,True
SKU000504,PROD0032,Green,L,True
SKU000505,PROD0032,Green,XL,True
SKU000506,PROD0032,Beige,XS,True
SKU000507,PROD0032,Beige,S,True
SKU000508,PROD0032,Beige,M,True
SKU000509,PROD0032,Beige,L,True
SKU000510,PROD0032,Beige,XL,True
SKU000511,PROD0033,Black,XS,True
SKU000512,PROD0033,Black,S,True
SKU000513,PROD0033,Black,M,True
SKU000514,PROD0033,Black,L,True
SKU000515,PROD0033,Black,XL,True
SKU000516,PROD0033,Beige,XS,True
SKU000517,PROD0033,Beige,S,True
SKU000518,PROD0033,Beige,M,True
SKU000519,PROD0033,Beige,L,True
SKU000520,PROD0033,Beige,XL,True
SKU000521,PROD0033,Grey,XS,True
SKU000522,PROD0033,Grey,S,True
SKU000523,PROD0033,Grey,M,True
SKU000524,PROD0033,Grey,L,True
SKU000525,PROD0033,Grey,XL,True
SKU000526,PROD0033,Green,XS,True
SKU000527,PROD0033,Green,S,True
SKU000528,PROD0033,Green,M,True
SKU000529,PROD0033,Green,L,True
SKU000530,PROD0033,Green,XL,True
SKU000531,PROD0034,Brown,XS,True
SKU000532,PROD0034,Brown,S,True
SKU000533,PROD0034,Brown,M,True
SKU000534,PROD0034,Brown,L,True
SKU000535,PROD0034,Brown,XL,True
SKU000536,PROD0034,Beige,XS,True
SKU000537,PROD0034,Beige,S,True
SKU000538,PROD0034,Beige,M,True
SKU000539,PROD0034,Beige,L,True
SKU000540,PROD0034,Beige,XL,True
SKU000541,PROD0034,Orange,XS,True
SKU000542,PROD0034,Orange,S,True
SKU000543,PROD0034,Orange,M,True
SKU000544,PROD0034,Orange,L,True
SKU000545,PROD0034,Orange,XL,True
SKU000546,PROD0034,Red,XS,True
SKU000547,PROD0034,Red,S,True
SKU000548,PROD0034,Red,M,True
SKU000549,PROD0034,Red,L,True
SKU000550,PROD0034,Red,XL,True
SKU000551,PROD0035,Navy,XS,True
SKU000552,PROD0035,Navy,S,True
SKU000553,PROD0035,Navy,M,True
SKU000554,PROD0035,Navy,L,True
SKU000555,PROD0035,Navy,XL,True
SKU000556,PROD0035,Brown,XS,True
SKU000557,PROD0035,Brown,S,True
SKU000558,PROD0035,Brown,M,True
SKU000559,PROD0035,Brown,L,True
SKU000560,PROD0035,Brown,XL,True
SKU000561,PROD0035,Green,XS,True
SKU000562,PROD0035,Green,S,True
SKU000563,PROD0035,Green,M,True
SKU000564,PROD0035,Green,L,True
SKU000565,PROD0035,Green,XL,True
SKU000566,PROD0036,Black,XS,True
SKU000567,PROD0036,Black,S,True
SKU000568,PROD0036,Black,M,True
SKU000569,PROD0036,Black,L,True
SKU000570,PROD0036,Black,XL,True
SKU000571,PROD0036,Grey,XS,True
SKU000572,PROD0036,Grey,S,True
SKU000573,PROD0036,Grey,M,True
SKU000574,PROD0036,Grey,L,True
SKU000575,PROD0036,Grey,XL,True
SKU000576,PROD0036,Navy,XS,True
SKU000577,PROD0036,Navy,S,True
SKU000578,PROD0036,Navy,M,True
SKU000579,PROD0036,Navy,L,True
SKU000580,PROD0036,Navy,XL,True
SKU000581,PROD0037,Navy,XS,True
SKU000582,PROD0037,Navy,S,True
SKU000583,PROD0037,Navy,M,True
SKU000584,PROD0037,Navy,L,True
SKU000585,PROD0037,Navy,XL,True
SKU000586,PROD0037,Black,XS,True
SKU000587,PROD0037,Black,S,True
SKU000588,PROD0037,Black,M,True
SKU000589,PROD0037,Black,L,True
SKU000590,PROD0037,Black,XL,True
SKU000591,PROD0037,White,XS,True
SKU000592,PROD0037,White,S,True
SKU000593,PROD0037,White,M,True
SKU000594,PROD0037,White,L,True
SKU000595,PROD0037,White,XL,True
SKU000596,PROD0037,Blue,XS,True
SKU000597,PROD0037,Blue,S,True
SKU000598,PROD0037,Blue,M,True
SKU000599,PROD0037,Blue,L,True
SKU000600,PROD0037,Blue,XL,True
SKU000601,PROD0037,Brown,XS,True
SKU000602,PROD0037,Brown,S,True
SKU000603,PROD0037,Brown,M,True
SKU000604,PROD0037,Brown,L,True
SKU000605,PROD0037,Brown,XL,True
SKU000606,PROD0038,Green,XS,True
SKU000607,PROD0038,Green,S,True
SKU000608,PROD0038,Green,M,True
SKU000609,PROD0038,Green,L,True
SKU000610,PROD0038,Green,XL,True
SKU000611,PROD0038,Grey,XS,True
SKU000612,PROD0038,Grey,S,True
SKU000613,PROD0038,Grey,M,True
SKU000614,PROD0038,Grey,L,True
SKU000615,PROD0038,Grey,XL,True
SKU000616,PROD0038,Black,XS,True
SKU000617,PROD0038,Black,S,True
SKU000618,PROD0038,Black,M,True
SKU000619,PROD0038,Black,L,True
SKU000620,PROD0038,Black,XL,True
SKU000621,PROD0039,Black,XS,True
SKU000622,PROD0039,Black,S,True
SKU000623,PROD0039,Black,M,True
SKU000624,PROD0039,Black,L,True
SKU000625,PROD0039,Black,XL,True
SKU000626,PROD0039,Grey,XS,True
SKU000627,PROD0039,Grey,S,True
SKU000628,PROD0039,Grey,M,True
SKU000629,PROD0039,Grey,L,True
SKU000630,PROD0039,Grey,XL,True
SKU000631,PROD0039,Green,XS,True
SKU000632,PROD0039,Green,S,True
SKU000633,PROD0039,Green,M,True
SKU000634,PROD0039,Green,L,True
SKU000635,PROD0039,Green,XL,True
SKU000636,PROD0040,White,XS,True
SKU000637,PROD0040,White,S,True
SKU000638,PROD0040,White,M,True
SKU000639,PROD0040,White,L,True
SKU000640,PROD0040,White,XL,True
SKU000641,PROD0040,Brown,XS,True
SKU000642,PROD0040,Brown,S,True
SKU000643,PROD0040,Brown,M,True
SKU000644,PROD0040,Brown,L,True
SKU000645,PROD0040,Brown,XL,True
SKU000646,PROD0040,Orange,XS,True
SKU000647,PROD0040,Orange,S,True
SKU000648,PROD0040,Orange,M,True
SKU000649,PROD0040,Orange,L,True
SKU000650,PROD0040,Orange,XL,True
SKU000651,PROD0040,Black,XS,True
SKU000652,PROD0040,Black,S,True
SKU000653,PROD0040,Black,M,True
SKU000654,PROD0040,Black,L,True
SKU000655,PROD0040,Black,XL,True
SKU000656,PROD0040,Navy,XS,True
SKU000657,PROD0040,Navy,S,True
SKU000658,PROD0040,Navy,M,True
SKU000659,PROD0040,Navy,L,True
SKU000660,PROD0040,Navy,XL,True
SKU000661,PROD0041,Beige,XS,True
SKU000662,PROD0041,Beige,S,True
SKU000663,PROD0041,Beige,M,True
SKU000664,PROD0041,Beige,L,True
SKU000665,PROD0041,Beige,XL,True
SKU000666,PROD0041,Grey,XS,True
SKU000667,PROD0041,Grey,S,True
SKU000668,PROD0041,Grey,M,True
SKU000669,PROD0041,Grey,L,True
SKU000670,PROD0041,Grey,XL,True
SKU000671,PROD0041,Green,XS,True
SKU000672,PROD0041,Green,S,True
SKU000673,PROD0041,Green,M,True
SKU000674,PROD0041,Green,L,True
SKU000675,PROD0041,Green,XL,True
SKU000676,PROD0041,Black,XS,True
SKU000677,PROD0041,Black,S,True
SKU000678,PROD0041,Black,M,True
SKU000679,PROD0041,Black,L,True
SKU000680,PROD0041,Black,XL,True
SKU000681,PROD0042,Green,XS,True
SKU000682,PROD0042,Green,S,True
SKU000683,PROD0042,Green,M,True
SKU000684,PROD0042,Green,L,True
SKU000685,PROD0042,Green,XL,True
SKU000686,PROD0042,White,XS,True
SKU000687,PROD0042,White,S,True
SKU000688,PROD0042,White,M,True
SKU000689,PROD0042,White,L,True
SKU000690,PROD0042,White,XL,True
SKU000691,PROD0042,Beige,XS,True
SKU000692,PROD0042,Beige,S,True
SKU000693,PROD0042,Beige,M,True
SKU000694,PROD0042,Beige,L,True
SKU000695,PROD0042,Beige,XL,True
SKU000696,PROD0042,Grey,XS,True
SKU000697,PROD0042,Grey,S,True
SKU000698,PROD0042,Grey,M,True
SKU000699,PROD0042,Grey,L,True
SKU000700,PROD0042,Grey,XL,True
SKU000701,PROD0042,Navy,XS,True
SKU000702,PROD0042,Navy,S,True
SKU000703,PROD0042,Navy,M,True
SKU000704,PROD0042,Navy,L,True
