order_id,customer_id,order_timestamp,sales_channel,device,currency,shipping_location_id,order_status,promotion_code,campaign_id
ORD0000087,CUST000066,2025-11-28 19:32:37,Website,Mobile,EUR,LOC004,Completed,CLUB15,
ORD0000088,CUST000067,2023-10-31 10:00:16,iOS,Mobile,EUR,LOC008,Completed,,
ORD0000089,CUST000069,2025-12-04 17:00:02,Website,Desktop,EUR,LOC004,Completed,,CAMP0054
ORD0000090,CUST000071,2024-06-30 10:22:58,iOS,Mobile,GBP,LOC001,Completed,,
ORD0000091,CUST000071,2024-10-21 17:52:34,iOS,Mobile,GBP,LOC001,Completed,,
ORD0000092,CUST000071,2025-07-29 12:25:34,iOS,Mobile,GBP,LOC001,Completed,,
ORD0000093,CUST000071,2025-10-02 22:09:08,iOS,Mobile,GBP,LOC002,Completed,,
ORD0000094,CUST000071,2025-12-28 15:07:07,iOS,Mobile,GBP,LOC001,Completed,,
ORD0000095,CUST000072,2024-09-16 14:09:24,Website,Mobile,EUR,LOC010,Completed,,
ORD0000096,CUST000072,2024-11-28 12:55:02,Website,Mobile,EUR,LOC010,Completed,CLUB15,
ORD0000097,CUST000072,2025-01-19 11:05:34,Website,Desktop,EUR,LOC010,Completed,,
ORD0000098,CUST000075,2023-12-08 17:31:21,iOS,Mobile,GBP,LOC003,Completed,,
ORD0000099,CUST000075,2024-04-27 21:07:55,Website,Mobile,GBP,LOC003,Completed,,
ORD0000100,CUST000075,2024-06-24 19:14:18,Android,Mobile,GBP,LOC003,Completed,,
ORD0000101,CUST000076,2025-04-28 09:52:50,Android,Mobile,GBP,LOC001,Completed,,
ORD0000102,CUST000076,2025-05-30 13:29:10,Website,Mobile,GBP,LOC001,Completed,,
ORD0000103,CUST000076,2025-11-18 08:26:49,Android,Mobile,GBP,LOC001,Completed,,
ORD0000104,CUST000077,2025-10-13 17:40:07,Website,Mobile,EUR,LOC004,Completed,,
ORD0000105,CUST000078,2024-02-07 18:45:23,Website,Mobile,EUR,LOC008,Completed,,
ORD0000106,CUST000079,2023-11-13 15:28:09,iOS,Mobile,EUR,LOC004,Completed,,
ORD0000107,CUST000079,2024-05-04 22:57:33,Android,Mobile,EUR,LOC004,Completed,,
ORD0000108,CUST000083,2025-10-15 10:18:10,Website,Desktop,EUR,LOC011,Completed,,
ORD0000109,CUST000084,2025-04-01 12:11:29,Android,Mobile,GBP,LOC001,Refunded,,
ORD0000110,CUST000085,2023-02-21 11:50:50,Website,Mobile,EUR,LOC013,Completed,WELCOME10,
ORD0000111,CUST000086,2024-07-18 19:36:03,Android,Mobile,EUR,LOC004,Completed,,
ORD0000112,CUST000086,2024-10-11 13:55:50,Website,Mobile,EUR,LOC004,Completed,,
ORD0000113,CUST000086,2025-03-13 20:22:30,Website,Desktop,EUR,LOC004,Completed,,
ORD0000114,CUST000087,2023-10-25 13:34:29,Website,Desktop,EUR,LOC006,Completed,,
ORD0000115,CUST000087,2023-11-08 13:59:55,Website,Desktop,EUR,LOC006,Completed,,
ORD0000116,CUST000087,2023-11-22 13:18:11,Website,Desktop,EUR,LOC006,Completed,,
ORD0000117,CUST000087,2024-09-25 14:25:18,Website,Desktop,EUR,LOC006,Completed,,
ORD0000118,CUST000087,2024-10-22 12:10:42,Website,Desktop,EUR,LOC006,Completed,,
ORD0000119,CUST000087,2025-09-16 17:52:28,Website,Desktop,EUR,LOC006,Completed,,
ORD0000120,CUST000093,2024-07-31 14:38:33,Website,Desktop,EUR,LOC013,Completed,,
ORD0000121,CUST000096,2025-08-15 19:38:20,Website,Desktop,EUR,LOC012,Completed,,
ORD0000122,CUST000096,2025-09-14 19:57:29,Website,Mobile,EUR,LOC012,Completed,,
ORD0000123,CUST000098,2024-11-19 20:15:55,Android,Mobile,EUR,LOC008,Completed,,
ORD0000124,CUST000099,2024-10-02 08:22:06,Android,Mobile,EUR,LOC008,Completed,,
ORD0000125,CUST000105,2025-05-07 17:14:51,Website,Mobile,GBP,LOC003,Completed,,
ORD0000126,CUST000105,2025-07-03 18:31:01,iOS,Mobile,GBP,LOC003,Completed,,
ORD0000127,CUST000105,2025-11-25 18:15:14,Website,Mobile,GBP,LOC001,Completed,,
ORD0000128,CUST000107,2024-11-07 21:51:11,Website,Desktop,CHF,LOC014,Completed,,
ORD0000129,CUST000107,2025-01-12 18:25:48,Website,Desktop,CHF,LOC014,Completed,,
ORD0000130,CUST000108,2025-01-17 10:07:34,iOS,Mobile,EUR,LOC009,Completed,,
ORD0000131,CUST000109,2025-04-08 13:29:54,Website,Mobile,EUR,LOC009,Completed,,
ORD0000132,CUST000109,2025-04-25 13:04:04,Website,Desktop,EUR,LOC009,Completed,,
ORD0000133,CUST000109,2025-05-18 14:57:38,Website,Desktop,EUR,LOC009,Completed,,
ORD0000134,CUST000109,2025-08-11 22:57:45,Website,Desktop,EUR,LOC009,Completed,,
ORD0000135,CUST000109,2025-09-05 21:23:14,Website,Desktop,EUR,LOC009,Completed,,CAMP0026
ORD0000136,CUST000110,2025-09-15 12:51:14,Website,Desktop,EUR,LOC013,Completed,,
ORD0000137,CUST000110,2025-10-10 21:00:16,Website,Desktop,EUR,LOC013,Completed,,CAMP0001
ORD0000138,CUST000111,2023-10-20 18:15:48,iOS,Mobile,EUR,LOC009,Completed,,
ORD0000139,CUST000113,2025-08-06 09:25:39,iOS,Mobile,GBP,LOC001,Completed,,
ORD0000140,CUST000114,2023-11-28 08:56:57,Android,Mobile,EUR,LOC009,Completed,,
ORD0000141,CUST000114,2023-12-13 11:34:03,Android,Mobile,EUR,LOC010,Completed,,
ORD0000142,CUST000114,2024-03-03 12:02:03,Android,Mobile,EUR,LOC010,Completed,,
ORD0000143,CUST000114,2024-05-22 08:53:41,Website,Desktop,EUR,LOC010,Completed,,
ORD0000144,CUST000114,2024-07-29 13:13:24,Website,Mobile,EUR,LOC010,Completed,,CAMP0025
ORD0000145,CUST000114,2024-08-25 20:09:00,Website,Mobile,EUR,LOC010,Completed,,
ORD0000146,CUST000115,2023-05-24 14:33:46,Website,Mobile,GBP,LOC002,Completed,,
ORD0000147,CUST000116,2024-04-22 11:54:28,Android,Mobile,GBP,LOC001,Completed,,
ORD0000148,CUST000117,2025-01-19 21:28:02,Android,Mobile,GBP,LOC001,Completed,EVENT10,
ORD0000149,CUST000117,2025-05-07 10:36:02,iOS,Mobile,GBP,LOC002,Completed,,
ORD0000150,CUST000117,2025-11-20 08:55:11,Website,Mobile,GBP,LOC002,Completed,,
ORD0000151,CUST000117,2025-12-26 17:28:14,iOS,Mobile,GBP,LOC002,Completed,,
ORD0000152,CUST000120,2024-12-21 17:27:09,Website,Desktop,GBP,LOC001,Completed,,
ORD0000153,CUST000122,2025-02-11 14:58:36,iOS,Mobile,EUR,LOC013,Completed,,
ORD0000154,CUST000123,2025-12-12 12:32:47,iOS,Mobile,EUR,LOC004,Completed,SEASON20,
ORD0000155,CUST000124,2025-01-13 13:23:01,Website,Mobile,EUR,LOC008,Completed,,
ORD0000156,CUST000124,2025-06-29 18:18:44,Website,Mobile,EUR,LOC008,Completed,,
ORD0000157,CUST000124,2025-10-11 16:14:07,Website,Mobile,EUR,LOC008,Completed,,
ORD0000158,CUST000126,2023-09-03 22:34:35,Website,Mobile,GBP,LOC003,Completed,,
ORD0000159,CUST000126,2023-12-11 21:24:32,Website,Mobile,GBP,LOC003,Completed,,
ORD0000160,CUST000127,2025-06-30 16:07:17,Android,Mobile,EUR,LOC009,Completed,,
ORD0000161,CUST000129,2025-06-18 11:50:52,Website,Mobile,EUR,LOC009,Completed,,
ORD0000162,CUST000129,2025-08-11 16:31:23,Website,Mobile,EUR,LOC009,Completed,,
ORD0000163,CUST000132,2025-05-31 19:21:31,Website,Mobile,EUR,LOC011,Completed,,
ORD0000164,CUST000132,2025-07-08 21:39:23,iOS,Mobile,EUR,LOC011,Completed,,
ORD0000165,CUST000133,2025-06-14 10:40:11,Website,Mobile,EUR,LOC010,Completed,,
ORD0000166,CUST000136,2025-05-20 19:39:43,Website,Mobile,EUR,LOC013,Completed,,
ORD0000167,CUST000137,2023-07-21 21:41:51,Android,Mobile,CHF,LOC014,Completed,,
ORD0000168,CUST000138,2023-01-13 19:27:01,Website,Desktop,EUR,LOC009,Completed,FREESHIP,
ORD0000169,CUST000139,2025-01-24 21:37:23,Website,Desktop,EUR,LOC012,Completed,,
ORD0000170,CUST000139,2025-04-05 16:23:24,iOS,Mobile,EUR,LOC012,Completed,,CAMP0018
ORD0000171,CUST000141,2025-07-15 13:21:23,Website,Mobile,EUR,LOC012,Completed,SEASON20,
ORD0000172,CUST000141,2025-08-07 18:02:20,iOS,Mobile,EUR,LOC011,Refunded,,
ORD0000173,CUST000142,2023-07-22 19:35:52,Android,Mobile,GBP,LOC001,Completed,,
ORD0000174,CUST000142,2023-09-05 10:28:31,Website,Mobile,GBP,LOC001,Completed,,
ORD0000175,CUST000142,2023-09-23 08:00:28,Website,Mobile,GBP,LOC001,Completed,,
ORD0000176,CUST000144,2025-05-15 11:08:17,Android,Mobile,EUR,LOC009,Completed,,
ORD0000177,CUST000150,2023-10-02 12:13:33,Website,Mobile,EUR,LOC007,Completed,,
ORD0000178,CUST000150,2024-03-07 17:24:32,Website,Desktop,EUR,LOC007,Completed,,
ORD0000179,CUST000150,2024-04-04 10:06:51,Website,Desktop,EUR,LOC007,Refunded,,
ORD0000180,CUST000152,2025-04-10 14:06:45,Website,Mobile,EUR,LOC007,Completed,,
ORD0000181,CUST000153,2024-08-11 09:13:53,Website,Desktop,EUR,LOC008,Completed,,
ORD0000182,CUST000153,2024-08-30 20:37:10,Website,Mobile,EUR,LOC008,Completed,,
ORD0000183,CUST000153,2024-10-23 11:52:42,Website,Desktop,EUR,LOC008,Completed,,
ORD0000184,CUST000155,2024-07-06 11:19:14,Website,Desktop,GBP,LOC001,Refunded,,
ORD0000185,CUST000155,2025-01-16 21:00:46,Website,Mobile,GBP,LOC001,Completed,,
ORD0000186,CUST000155,2025-03-23 15:23:32,Website,Desktop,GBP,LOC001,Completed,,
ORD0000187,CUST000155,2025-04-17 09:10:57,Website,Desktop,GBP,LOC001,Completed,,
ORD0000188,CUST000155,2025-11-11 10:22:33,Website,Tablet,GBP,LOC001,Completed,,
ORD0000189,CUST000155,2025-12-22 08:22:07,Website,Desktop,GBP,LOC001,Completed,,
ORD0000190,CUST000157,2023-09-07 22:08:49,Android,Mobile,EUR,LOC009,Completed,,
ORD0000191,CUST000158,2024-11-05 21:40:20,Website,Tablet,EUR,LOC007,Completed,,
ORD0000192,CUST000158,2024-12-23 19:39:37,Website,Desktop,EUR,LOC007,Completed,,
ORD0000193,CUST000160,2025-10-10 14:17:38,Website,Mobile,EUR,LOC006,Completed,,
ORD0000194,CUST000161,2024-12-19 10:47:37,iOS,Mobile,GBP,LOC003,Completed,,
ORD0000195,CUST000161,2025-10-15 12:24:43,Website,Mobile,GBP,LOC003,Completed,,
ORD0000196,CUST000163,2025-11-24 18:59:50,iOS,Mobile,EUR,LOC009,Cancelled,,
ORD0000197,CUST000165,2024-09-04 12:21:56,Website,Mobile,GBP,LOC001,Completed,,
ORD0000198,CUST000165,2025-01-08 14:53:33,Website,Mobile,GBP,LOC001,Completed,,
ORD0000199,CUST000166,2024-01-31 14:11:38,Website,Mobile,EUR,LOC008,Completed,WELCOME10,
ORD0000200,CUST000166,2024-04-06 14:15:07,Android,Mobile,EUR,LOC007,Completed,,
ORD0000201,CUST000166,2024-07-17 17:43:39,Android,Mobile,EUR,LOC007,Completed,SEASON20,
ORD0000202,CUST000166,2024-10-07 10:09:46,iOS,Mobile,EUR,LOC007,Completed,,
ORD0000203,CUST000167,2024-09-12 09:52:16,Website,Mobile,GBP,LOC001,Completed,,
ORD0000204,CUST000167,2024-10-04 18:54:54,iOS,Mobile,GBP,LOC001,Completed,,
ORD0000205,CUST000167,2024-12-13 18:46:57,Website,Mobile,GBP,LOC001,Completed,,
ORD0000206,CUST000167,2025-01-05 17:03:19,Website,Mobile,GBP,LOC001,Completed,,
ORD0000207,CUST000168,2023-03-23 08:32:24,Website,Mobile,GBP,LOC001,Completed,,CAMP0058
ORD0000208,CUST000169,2023-04-09 22:50:51,Website,Mobile,EUR,LOC011,Completed,,
ORD0000209,CUST000169,2023-06-25 15:26:37,Website,Mobile,EUR,LOC011,Completed,,
ORD0000210,CUST000169,2023-07-21 21:57:55,iOS,Mobile,EUR,LOC011,Completed,,
ORD0000211,CUST000174,2025-10-27 11:36:38,iOS,Mobile,EUR,LOC013,Completed,SEASON20,
ORD0000212,CUST000174,2025-11-24 16:21:24,Website,Mobile,EUR,LOC013,Completed,,
ORD0000213,CUST000175,2023-08-06 19:08:50,Website,Desktop,EUR,LOC009,Completed,,
ORD0000214,CUST000175,2023-12-29 09:06:23,Website,Mobile,EUR,LOC009,Completed,,
ORD0000215,CUST000176,2025-11-14 14:24:37,Website,Desktop,EUR,LOC013,Completed,,
ORD0000216,CUST000178,2025-03-26 19:14:16,Website,Desktop,EUR,LOC011,Completed,CLUB15,
ORD0000217,CUST000179,2023-01-18 20:34:10,iOS,Tablet,GBP,LOC003,Refunded,,
ORD0000218,CUST000179,2023-03-15 15:17:41,iOS,Tablet,GBP,LOC003,Completed,,CAMP0058
ORD0000219,CUST000182,2024-11-11 18:07:58,Android,Mobile,EUR,LOC009,Completed,,
ORD0000220,CUST000182,2025-01-04 14:12:03,Website,Mobile,EUR,LOC009,Completed,,
ORD0000221,CUST000182,2025-03-05 19:40:49,Website,Mobile,EUR,LOC009,Completed,,
ORD0000222,CUST000184,2024-04-14 10:34:52,iOS,Mobile,GBP,LOC001,Refunded,,
ORD0000223,CUST000184,2024-05-07 16:16:04,iOS,Mobile,GBP,LOC001,Completed,,
ORD0000224,CUST000184,2024-05-23 14:51:46,iOS,Mobile,GBP,LOC001,Completed,,
ORD0000225,CUST000184,2024-10-28 20:20:10,iOS,Mobile,GBP,LOC001,Completed,,
ORD0000226,CUST000184,2025-02-20 20:33:32,iOS,Mobile,GBP,LOC001,Refunded,,
ORD0000227,CUST000185,2024-06-21 19:35:15,Website,Mobile,GBP,LOC001,Completed,,
ORD0000228,CUST000186,2023-04-30 14:18:22,Website,Desktop,GBP,LOC002,Completed,EVENT10,
ORD0000229,CUST000186,2023-06-03 19:57:07,Website,Desktop,GBP,LOC002,Completed,,
ORD0000230,CUST000186,2023-06-22 10:02:49,Website,Desktop,GBP,LOC002,Completed,,
ORD0000231,CUST000186,2024-05-25 10:59:39,iOS,Mobile,GBP,LOC002,Completed,,
ORD0000232,CUST000186,2024-07-18 21:57:58,Website,Mobile,GBP,LOC002,Completed,,
ORD0000233,CUST000187,2024-06-23 17:56:17,Website,Desktop,GBP,LOC001,Completed,,CAMP0008
ORD0000234,CUST000188,2024-10-04 20:22:42,Android,Mobile,EUR,LOC011,Completed,,
ORD0000235,CUST000188,2024-11-16 17:22:29,Website,Mobile,EUR,LOC011,Completed,,
ORD0000236,CUST000188,2025-01-12 19:06:49,Website,Desktop,EUR,LOC012,Completed,,
ORD0000237,CUST000188,2025-04-01 12:07:31,Website,Mobile,EUR,LOC011,Completed,,CAMP0063
ORD0000238,CUST000188,2025-06-14 18:50:03,Website,Mobile,EUR,LOC011,Completed,,
ORD0000239,CUST000188,2025-07-17 21:46:38,Website,Mobile,EUR,LOC011,Completed,,
ORD0000240,CUST000188,2025-10-24 15:49:28,iOS,Mobile,EUR,LOC011,Completed,,
ORD0000241,CUST000189,2025-05-08 16:27:11,Android,Mobile,EUR,LOC013,Refunded,,
ORD0000242,CUST000190,2024-05-23 11:06:25,Website,Desktop,EUR,LOC008,Completed,,
ORD0000243,CUST000190,2024-06-26 20:10:19,Website,Mobile,EUR,LOC008,Completed,,
ORD0000244,CUST000190,2024-07-26 13:20:15,Website,Tablet,EUR,LOC008,Completed,,
ORD0000245,CUST000191,2023-08-14 21:41:05,iOS,Mobile,EUR,LOC011,Completed,,
ORD0000246,CUST000191,2023-09-11 17:24:07,Android,Mobile,EUR,LOC011,Completed,,
ORD0000247,CUST000195,2025-03-01 16:54:48,Android,Mobile,EUR,LOC004,Completed,,CAMP0035
ORD0000248,CUST000195,2025-10-28 15:31:29,Website,Mobile,EUR,LOC004,Completed,SEASON20,
ORD0000249,CUST000196,2024-06-26 16:28:07,Website,Mobile,EUR,LOC008,Completed,,
ORD0000250,CUST000196,2024-08-10 09:47:51,Website,Desktop,EUR,LOC008,Completed,,
ORD0000251,CUST000196,2024-10-25 14:26:25,Website,Desktop,EUR,LOC008,Completed,FREESHIP,
ORD0000252,CUST000196,2025-09-19 21:43:23,Website,Desktop,EUR,LOC008,Completed,,
ORD0000253,CUST000196,2025-12-17 16:23:27,Website,Desktop,EUR,LOC008,Completed,,
ORD0000254,CUST000197,2023-12-06 10:30:43,Website,Mobile,EUR,LOC007,Completed,,
ORD0000255,CUST000197,2024-01-13 16:45:45,Website,Mobile,EUR,LOC007,Completed,SEASON20,
ORD0000256,CUST000197,2024-07-09 21:10:35,Website,Desktop,EUR,LOC007,Completed,,
ORD0000257,CUST000199,2025-05-16 08:56:40,Website,Mobile,EUR,LOC011,Completed,,
ORD0000258,CUST000200,2025-10-06 20:14:29,Website,Mobile,EUR,LOC008,Completed,,
ORD0000259,CUST000200,2025-11-07 19:56:19,Website,Mobile,EUR,LOC008,Completed,,
ORD0000260,CUST000201,2024-11-24 12:40:09,Website,Tablet,GBP,LOC002,Completed,,
ORD0000261,CUST000202,2024-03-25 22:04:57,iOS,Mobile,EUR,LOC013,Completed,,
ORD0000262,CUST000203,2024-04-22 21:34:22,Website,Mobile,EUR,LOC007,Completed,CLUB15,
ORD0000263,CUST000203,2024-09-05 15:14:33,iOS,Mobile,EUR,LOC007,Completed,,
ORD0000264,CUST000204,2025-02-19 13:07:25,Website,Mobile,EUR,LOC008,Completed,,
ORD0000265,CUST000204,2025-06-09 20:04:17,iOS,Mobile,EUR,LOC008,Completed,,
ORD0000266,CUST000204,2025-09-13 08:56:31,Android,Tablet,EUR,LOC008,Completed,,
ORD0000267,CUST000205,2024-01-25 08:34:27,Website,Mobile,EUR,LOC004,Completed,,
ORD0000268,CUST000206,2024-09-28 10:29:20,Website,Mobile,EUR,LOC004,Completed,,
ORD0000269,CUST000206,2025-05-03 14:13:48,Website,Mobile,EUR,LOC004,Refunded,,
ORD0000270,CUST000207,2024-05-04 21:53:38,Website,Mobile,EUR,LOC007,Completed,,
ORD0000271,CUST000207,2024-07-05 08:12:32,Website,Mobile,EUR,LOC007,Completed,,
ORD0000272,CUST000209,2025-08-28 12:31:54,Website,Mobile,GBP,LOC002,Completed,,
ORD0000273,CUST000210,2025-11-08 10:43:32,Website,Desktop,EUR,LOC013,Completed,,
ORD0000274,CUST000211,2023-12-12 14:59:03,Website,Desktop,GBP,LOC001,Completed,,
ORD0000275,CUST000212,2023-09-11 12:11:57,Android,Mobile,EUR,LOC004,Completed,WELCOME10,
ORD0000276,CUST000212,2023-12-22 18:32:49,Website,Desktop,EUR,LOC004,Completed,,
ORD0000277,CUST000215,2025-02-22 16:23:32,Website,Mobile,EUR,LOC011,Completed,,CAMP0029
